Age,Gender,Unit_Price,Quantity,Is_Returning_Customer,Delivery_Time_Days,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,Discount_Percentage,Avg_Spending_City,Product_Beauty,Product_Books,Product_Electronics,Product_Fashion,Product_Food,Product_Home & Garden,Product_Sports,Product_Toys,Payment_Bank Transfer,Payment_Cash on Delivery,Payment_Credit Card,Payment_Debit Card,Payment_Digital Wallet,Device_Desktop,Device_Mobile,Device_Tablet,Engagement_Score,Pages_per_Minute,Browsing_to_Delivery_Ratio,Rating_Deviation,Age_Teen,Age_Young_Adult,Age_Adult,Age_Middle_Aged,Age_Senior,Age_Elder,Seg_Female_Adult,Seg_Female_Elder,Seg_Female_Middle_Aged,Seg_Female_Senior,Seg_Female_Teen,Seg_Female_Young_Adult,Seg_Male_Adult,Seg_Male_Elder,Seg_Male_Middle_Aged,Seg_Male_Senior,Seg_Male_Teen,Seg_Male_Young_Adult,Seg_Other_Adult,Seg_Other_Middle_Aged,Seg_Other_Senior,Seg_Other_Teen,Seg_Other_Young_Adult,Total_Amount,Avg_Spending_Gender,Relative_Spending,Age_Group,Avg_Spending_AgeGroup,AgeGroup_Spending_Deviation,Engagement_per_Year,Payment_Method,Gender_Payment_Female_Bank Transfer,Gender_Payment_Female_Cash on Delivery,Gender_Payment_Female_Credit Card,Gender_Payment_Female_Debit Card,Gender_Payment_Female_Digital Wallet,Gender_Payment_Male_Bank Transfer,Gender_Payment_Male_Cash on Delivery,Gender_Payment_Male_Credit Card,Gender_Payment_Male_Debit Card,Gender_Payment_Male_Digital Wallet,Gender_Payment_Other_Bank Transfer,Gender_Payment_Other_Cash on Delivery,Gender_Payment_Other_Credit Card,Gender_Payment_Other_Debit Card,Gender_Payment_Other_Digital Wallet,Age_x_Gender
18,0,85.98,3,True,12,2023,6,2,4,2,0,0.0,925.5570766129032,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.1790193842645382,0.625,0.052083333333333336,-0.2257,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,257.94,992.7806019261636,0.2598157130584063,Teen,1036.446710816777,-778.5067108167771,0.0099455213480299,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
64,0,195.28,1,True,6,2023,6,2,4,2,0,0.0,945.8911166666668,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.04789053591790193,0.5555555555555556,0.0925925925925926,0.02429999999999999,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,195.28,992.7806019261636,0.19670005600544924,Senior,991.7608411214953,-796.4808411214954,0.0007482896237172177,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
43,1,324.48,1,True,5,2023,6,2,4,2,0,18.210675542406314,843.7162834224599,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.17217787913340935,0.7857142857142857,0.15714285714285714,-0.4757,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,265.39,977.8351950718686,0.27140565336318706,Middle_Aged,993.3129057591623,-727.9229057591623,0.004004136724032776,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,43
37,0,278.52,1,False,12,2023,6,2,4,2,0,0.0,852.2782380952381,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.01710376282782212,2.0,0.16666666666666666,-0.4757,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,278.52,992.7806019261636,0.28054536869437585,Middle_Aged,993.3129057591623,-714.7929057591623,0.0004622638602114087,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
35,1,766.0,1,False,6,2023,6,2,4,2,0,0.0,1088.2490220820189,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.1733181299885975,0.16129032258064516,0.026881720430107527,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,766.0,977.8351950718686,0.7833630900795105,Adult,948.9059180977544,-182.90591809775435,0.004951946571102785,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,35
75,1,279.46,1,True,6,2023,6,2,4,2,0,0.0,945.8911166666668,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.20182440136830102,0.5555555555555556,0.0925925925925926,0.02429999999999999,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,279.46,977.8351950718686,0.2857945811404961,Elder,555.1878260869565,-275.72782608695655,0.0026909920182440136,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,75
41,1,1361.17,1,False,5,2023,6,2,4,2,0,0.0,894.6065578231292,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.27822120866590655,0.6842105263157895,0.1368421052631579,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1361.17,977.8351950718686,1.3920239390646572,Middle_Aged,993.3129057591623,367.8570942408378,0.006785883138192843,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41
27,1,86.24,1,False,2,2023,6,3,5,2,1,17.19619666048238,1215.1903112840466,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.058152793614595216,0.6666666666666666,0.3333333333333333,0.02429999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,71.41,977.8351950718686,0.07302866613913557,Adult,948.9059180977544,-877.4959180977544,0.002153807170910934,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27
50,1,66.46,1,True,18,2023,6,3,5,2,1,6.966596448991876,945.8911166666668,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.112884834663626,0.35294117647058826,0.0196078431372549,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,61.83,977.8351950718686,0.06323151417704456,Middle_Aged,993.3129057591623,-931.4829057591622,0.00225769669327252,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,50
44,1,240.27,1,True,7,2023,6,3,5,2,1,19.190910225995754,1039.036261682243,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.14253135689851767,0.5,0.07142857142857142,-0.2257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,194.16,977.8351950718686,0.198561067323548,Middle_Aged,993.3129057591623,-799.1529057591623,0.0032393490204208563,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,44
40,1,51.5,2,False,6,2023,6,3,5,2,1,0.0,1129.787380952381,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.02394526795895097,2.6666666666666665,0.4444444444444444,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,103.0,977.8351950718686,0.1053347236007697,Middle_Aged,993.3129057591623,-890.3129057591623,0.0005986316989737742,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40
40,1,44.88,3,True,11,2023,6,3,5,2,1,0.0,925.5570766129032,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.04218928164196123,1.6,0.14545454545454548,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,134.64,977.8351950718686,0.13769191442337506,Middle_Aged,993.3129057591623,-858.6729057591623,0.0010547320410490308,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40
18,0,250.31,4,True,5,2023,6,3,5,2,1,4.876952578802285,1039.036261682243,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0330672748004561,0.5,0.1,-0.2257,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,952.41,992.7806019261636,0.9593358272232175,Teen,1036.446710816777,-84.03671081677714,0.001837070822247561,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
25,1,154.06,1,True,14,2023,6,3,5,2,1,0.0,1129.787380952381,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.04104903078677309,4.333333333333333,0.3095238095238095,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,154.06,977.8351950718686,0.15755211182460757,Young_Adult,1004.3452976190476,-850.2852976190477,0.0016419612314709237,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25
19,1,132.39,1,False,5,2023,6,3,5,2,1,0.0,894.6065578231292,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.10946408209806158,1.2222222222222223,0.24444444444444446,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,132.39,977.8351950718686,0.13539091317966892,Young_Adult,1004.3452976190476,-871.9552976190477,0.005761267478845346,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19
53,0,510.29,1,True,6,2023,6,3,5,2,1,0.0,945.8911166666668,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.19726339794754846,0.36363636363636365,0.06060606060606061,0.02429999999999999,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,510.29,992.7806019261636,0.514000776213748,Senior,991.7608411214953,-481.4708411214953,0.003721950904670726,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
31,1,188.15,1,True,8,2023,6,3,5,2,1,19.558862609619982,1039.036261682243,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.13340935005701254,1.875,0.234375,-0.7257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,151.35,977.8351950718686,0.15478068365996595,Adult,948.9059180977544,-797.5559180977543,0.004303527421193953,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31
36,1,83.63,2,False,5,2023,6,3,5,2,1,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.12998859749144812,1.4444444444444444,0.28888888888888886,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,167.26,977.8351950718686,0.17105131912101687,Middle_Aged,993.3129057591623,-826.0529057591623,0.0036107943747624477,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,36
33,1,166.69,1,False,7,2023,6,3,5,2,1,0.0,925.5570766129032,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0330672748004561,2.0,0.2857142857142857,0.02429999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,166.69,977.8351950718686,0.17046839880594467,Adult,948.9059180977544,-782.2159180977544,0.0010020386303168515,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,33
45,0,271.5,1,False,3,2023,6,3,5,2,1,22.677716390423573,843.7162834224599,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.30444697833523376,1.2,0.39999999999999997,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,209.93,992.7806019261636,0.2114565892934451,Middle_Aged,993.3129057591623,-783.3829057591622,0.006765488407449639,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
29,0,93.7,1,False,8,2023,6,3,5,2,1,0.0,1129.787380952381,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.11516533637400228,0.6153846153846154,0.07692307692307693,0.02429999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93.7,992.7806019261636,0.09438137672936601,Adult,948.9059180977544,-855.2059180977543,0.003971218495655251,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
30,0,274.95,4,True,5,2023,6,3,5,2,1,0.0,912.3450143266475,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.11516533637400228,0.6153846153846154,0.12307692307692308,0.02429999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1099.8,992.7806019261636,1.1077976320913205,Adult,948.9059180977544,150.8940819022456,0.003838844545800076,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
18,1,45.63,4,True,6,2023,6,3,5,2,1,0.0,1039.036261682243,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.04218928164196123,1.6,0.26666666666666666,0.2743,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,182.52,977.8351950718686,0.18665722088944162,Teen,1036.446710816777,-853.9267108167771,0.002343848980108957,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18
34,1,417.18,5,False,6,2023,6,3,5,2,1,0.0,852.2782380952381,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.07639680729760548,1.4285714285714286,0.2380952380952381,0.02429999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2085.9,977.8351950718686,2.1331815529985003,Adult,948.9059180977544,1136.9940819022459,0.0022469649205178084,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,34
36,1,125.12,3,False,7,2023,6,3,5,2,1,0.0,1039.036261682243,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.27366020524515394,0.3333333333333333,0.047619047619047616,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,375.36,977.8351950718686,0.3838683674833487,Middle_Aged,993.3129057591623,-617.9529057591623,0.007601672367920943,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,36
43,0,37.34,4,True,11,2023,6,4,6,2,1,2.5307980717728973,925.5570766129032,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.06043329532497149,0.875,0.07954545454545454,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,145.58,992.7806019261636,0.1466386427349104,Middle_Aged,993.3129057591623,-847.7329057591622,0.0014054254726737557,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
56,1,225.2,2,True,6,2023,6,4,6,2,1,0.0,912.3450143266475,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.059293044469783354,0.45454545454545453,0.07575757575757576,0.2743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,450.4,977.8351950718686,0.4606093156289968,Senior,991.7608411214953,-541.3608411214954,0.0010588043655318457,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,56
21,1,121.67,1,False,6,2023,6,4,6,2,1,0.0,1129.787380952381,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.20182440136830102,0.5555555555555556,0.0925925925925926,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,121.67,977.8351950718686,0.12442792058743349,Young_Adult,1004.3452976190476,-882.6752976190477,0.009610685779442905,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,21
26,1,1018.83,1,True,7,2023,6,4,6,2,1,0.0,1215.1903112840466,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.05131128848346636,1.3333333333333333,0.19047619047619047,0.02429999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1018.83,977.8351950718686,1.0419240431667203,Adult,948.9059180977544,69.92408190224569,0.001973511095517937,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,26
52,1,235.8,5,False,16,2023,6,4,6,2,1,0.0,843.7162834224599,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.16077537058152794,1.0,0.0625,0.02429999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1179.0,977.8351950718686,1.2057246517020144,Senior,991.7608411214953,187.23915887850467,0.0030918340496447682,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,52
41,1,122.22,4,False,2,2023,6,4,6,2,1,0.0,894.6065578231292,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.11972633979475485,0.3333333333333333,0.16666666666666666,-0.2257,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,488.88,977.8351950718686,0.49996155023246885,Middle_Aged,993.3129057591623,-504.4329057591623,0.002920154629140362,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41
39,0,50.15,1,False,25,2023,6,4,6,2,1,0.0,894.6065578231292,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.19156214367160776,0.47368421052631576,0.01894736842105263,-0.4757,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50.15,992.7806019261636,0.05051468562409504,Middle_Aged,993.3129057591623,-943.1629057591623,0.004911849837733532,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
55,1,452.39,5,True,9,2023,6,4,6,2,1,3.429341939477,945.8911166666668,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.0718358038768529,0.5454545454545454,0.0606060606060606,0.02429999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2184.38,977.8351950718686,2.2338938207674692,Senior,991.7608411214953,1192.6191588785048,0.0013061055250336892,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,55
22,1,730.66,1,False,6,2023,6,4,6,2,1,0.0,1039.036261682243,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.11516533637400228,1.625,0.2708333333333333,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,730.66,977.8351950718686,0.7472220305450329,Young_Adult,1004.3452976190476,-273.6852976190477,0.005234788017000103,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,22
51,1,101.73,5,True,5,2023,6,4,6,2,1,0.0,1039.036261682243,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.1847206385404789,0.7333333333333333,0.14666666666666667,0.02429999999999999,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,508.65,977.8351950718686,0.5201796811605001,Senior,991.7608411214953,-483.11084112149535,0.0036219733047152727,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,51
46,1,1461.15,2,False,11,2023,6,4,6,2,1,0.0,843.7162834224599,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.24857468643101485,0.7647058823529411,0.06951871657754011,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2922.3,977.8351950718686,2.9885404153255273,Middle_Aged,993.3129057591623,1928.987094240838,0.005403797531109019,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,46
41,0,53.15,5,True,5,2023,6,4,6,2,1,0.0,912.3450143266475,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.021664766248574687,5.5,1.1,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,265.75,992.7806019261636,0.2676825065723481,Middle_Aged,993.3129057591623,-727.5629057591623,0.0005284089328920655,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
27,0,218.56,1,True,9,2023,6,4,6,2,1,0.0,852.2782380952381,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.22006841505131128,1.0,0.1111111111111111,0.02429999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218.56,992.7806019261636,0.220149345762756,Adult,948.9059180977544,-730.3459180977543,0.008150682038937455,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
27,0,59.29,1,True,7,2023,6,4,6,2,1,0.0,1039.036261682243,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.11972633979475485,0.3333333333333333,0.047619047619047616,-0.2257,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59.29,992.7806019261636,0.059721150760769594,Adult,948.9059180977544,-889.6159180977544,0.0044343088812872165,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18,1,3463.03,5,True,4,2023,6,4,6,2,1,1.2465961888866106,1039.036261682243,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.11060433295324971,0.25,0.0625,0.02429999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17099.3,977.8351950718686,17.486893585113023,Teen,1036.446710816777,16062.853289183222,0.006144685164069429,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18
28,1,1682.35,3,False,2,2023,6,5,0,2,0,0.0,843.7162834224599,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.08779931584948689,0.8,0.4,-0.2257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5047.05,977.8351950718686,5.161452589798687,Adult,948.9059180977544,4098.1440819022455,0.003135689851767389,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,28
44,1,256.66,2,True,9,2023,6,5,0,2,0,9.939219200498714,852.2782380952381,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.2063854047890536,0.34782608695652173,0.03864734299516908,0.02429999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,462.3,977.8351950718686,0.4727790555401537,Middle_Aged,993.3129057591623,-531.0129057591623,0.0046905773815694,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,44
23,0,556.7,2,True,13,2023,6,5,0,2,0,0.0,925.5570766129032,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.10604332953249715,1.5,0.11538461538461539,0.2743,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1113.4,992.7806019261636,1.1214965298876853,Young_Adult,1004.3452976190476,109.05470238095245,0.00461057954489118,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
45,0,813.32,2,False,12,2023,6,5,0,2,0,0.0,852.2782380952381,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.2633979475484607,0.34615384615384615,0.028846153846153844,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1626.64,992.7806019261636,1.6384687581969684,Middle_Aged,993.3129057591623,633.3270942408378,0.005853287723299127,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
25,1,71.58,2,True,13,2023,6,5,0,2,0,10.044705224923163,925.5570766129032,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.2941847206385405,0.3103448275862069,0.02387267904509284,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,128.78,977.8351950718686,0.13169908451754486,Young_Adult,1004.3452976190476,-875.5652976190477,0.01176738882554162,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,25
34,1,254.43,1,False,11,2023,6,5,0,2,0,0.0,1039.036261682243,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.3352337514253136,0.2727272727272727,0.024793388429752063,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,254.43,977.8351950718686,0.26019722063828965,Adult,948.9059180977544,-694.4759180977544,0.009859816218391576,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,34
34,1,1902.71,2,True,4,2023,6,5,0,2,0,0.0,1039.036261682243,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0992018244013683,0.9,0.225,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3805.42,977.8351950718686,3.8916782901440876,Adult,948.9059180977544,2856.514081902246,0.002917700717687303,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,34
30,1,584.55,1,False,5,2023,6,5,0,2,0,0.0,1129.787380952381,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.07867730900798175,2.0,0.4,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,584.55,977.8351950718686,0.5978001231148536,Adult,948.9059180977544,-364.3559180977544,0.002622576966932725,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,30
34,-1,557.95,1,True,10,2023,6,5,0,2,0,0.0,1039.036261682243,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.09236031927023945,0.5833333333333334,0.058333333333333334,-0.2257,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,557.95,828.8576712328767,0.673155379222204,Adult,948.9059180977544,-390.9559180977543,0.0027164799785364545,Digital Wallet,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-34
40,0,482.18,2,True,8,2023,6,5,0,2,0,0.0,894.6065578231292,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.17217787913340935,0.3181818181818182,0.03977272727272727,0.02429999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,964.36,992.7806019261636,0.9713727263898763,Middle_Aged,993.3129057591623,-28.952905759162263,0.004304446978335234,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
18,0,89.62,1,False,6,2023,6,5,0,2,0,23.220263334077213,1088.2490220820189,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.14253135689851767,0.5,0.08333333333333333,-0.2257,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,68.81,992.7806019261636,0.06931037921822493,Teen,1036.446710816777,-967.6367108167772,0.007918408716584314,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
63,1,320.11,1,True,12,2023,6,5,0,2,0,8.450220236793603,1039.036261682243,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.0718358038768529,0.5454545454545454,0.04545454545454545,-0.7257,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,293.06,977.8351950718686,0.29970285532467544,Senior,991.7608411214953,-698.7008411214954,0.0011402508551881412,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,63
24,1,69.48,1,True,12,2023,6,6,1,2,0,0.0,1129.787380952381,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.09236031927023945,0.5833333333333334,0.04861111111111111,0.02429999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,69.48,977.8351950718686,0.07105491840564543,Young_Adult,1004.3452976190476,-934.8652976190476,0.0038483466362599773,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24
47,1,269.47,1,True,3,2023,6,6,1,2,0,0.0,843.7162834224599,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.037628278221208664,2.25,0.75,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,269.47,977.8351950718686,0.2755781356184409,Middle_Aged,993.3129057591623,-723.8429057591622,0.0008006016642810354,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,47
