Age,Gender,Unit_Price,Quantity,Is_Returning_Customer,Delivery_Time_Days,Year,Month,Day,DayOfWeek,Quarter,IsWeekend,Discount_Percentage,Avg_Spending_City,Product_Beauty,Product_Books,Product_Electronics,Product_Fashion,Product_Food,Product_Home & Garden,Product_Sports,Product_Toys,Payment_Bank Transfer,Payment_Cash on Delivery,Payment_Credit Card,Payment_Debit Card,Payment_Digital Wallet,Device_Desktop,Device_Mobile,Device_Tablet,Engagement_Score,Pages_per_Minute,Browsing_to_Delivery_Ratio,Rating_Deviation,Age_Teen,Age_Young_Adult,Age_Adult,Age_Middle_Aged,Age_Senior,Age_Elder,Seg_Female_Adult,Seg_Female_Elder,Seg_Female_Middle_Aged,Seg_Female_Senior,Seg_Female_Teen,Seg_Female_Young_Adult,Seg_Male_Adult,Seg_Male_Elder,Seg_Male_Middle_Aged,Seg_Male_Senior,Seg_Male_Teen,Seg_Male_Young_Adult,Seg_Other_Adult,Seg_Other_Middle_Aged,Seg_Other_Senior,Seg_Other_Teen,Seg_Other_Young_Adult,Total_Amount,Avg_Spending_Gender,Relative_Spending,Age_Group,Avg_Spending_AgeGroup,AgeGroup_Spending_Deviation,Engagement_per_Year,Payment_Method,Gender_Payment_Female_Bank Transfer,Gender_Payment_Female_Cash on Delivery,Gender_Payment_Female_Credit Card,Gender_Payment_Female_Debit Card,Gender_Payment_Female_Digital Wallet,Gender_Payment_Male_Bank Transfer,Gender_Payment_Male_Cash on Delivery,Gender_Payment_Male_Credit Card,Gender_Payment_Male_Debit Card,Gender_Payment_Male_Digital Wallet,Gender_Payment_Other_Bank Transfer,Gender_Payment_Other_Cash on Delivery,Gender_Payment_Other_Credit Card,Gender_Payment_Other_Debit Card,Gender_Payment_Other_Digital Wallet,Age_x_Gender,Order_ID,Customer_ID,Date,City,Product_Category,Discount_Amount,Device_Type,Session_Duration_Minutes,Pages_Viewed,Customer_Rating
57,1,3277.3,1,False,9,2023,3,6,0,1,0,7.962957312421811,894.6065578231292,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0684150513112884,1.2857142857142858,0.1428571428571428,-0.2257,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3016.33,977.8351950718686,3.084701813968055,Senior,991.7608411214952,2024.5691588785048,0.0012002640580927,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,57,ORD_000932,CUST_00932,2023-03-06,Ankara,Electronics,260.97,Mobile,7,9,3
38,0,49.62,5,True,15,2023,3,6,0,1,0,5.671100362756953,894.6065578231292,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.0684150513112884,1.2857142857142858,0.0857142857142857,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,234.03,992.7806019261636,0.2357318420061208,Middle_Aged,993.3129057591624,-759.2829057591623,0.0018003960871391,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004417,CUST_04417,2023-03-06,Ankara,Fashion,14.07,Tablet,7,9,5
28,0,1388.1,1,False,11,2023,3,7,1,1,0,0.0,1039.036261682243,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.1197263397947548,0.75,0.0681818181818181,0.0242999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1388.1,992.7806019261636,1.3981941199363177,Adult,948.9059180977544,439.1940819022456,0.0042759407069555,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_002792,CUST_02792,2023-03-07,Istanbul,Electronics,0.0,Mobile,12,9,4
30,1,364.71,2,True,4,2023,3,7,1,1,0,0.0,843.7162834224599,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.233751425313569,0.3076923076923077,0.0769230769230769,0.0242999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,729.42,977.8351950718686,0.745953923192946,Adult,948.9059180977544,-219.4859180977544,0.0077917141771189,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,30,ORD_003458,CUST_03458,2023-03-07,Antalya,Sports,0.0,Mobile,26,8,4
21,1,28.18,3,False,2,2023,3,7,1,1,0,0.0,852.2782380952381,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.1847206385404789,0.7333333333333333,0.3666666666666666,0.2743,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,84.54,977.8351950718686,0.0864562867301851,Young_Adult,1004.3452976190476,-919.8052976190476,0.0087962208828799,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21,ORD_002989,CUST_02989,2023-03-07,Eskisehir,Food,0.0,Mobile,15,11,5
32,1,99.12,5,True,2,2023,3,7,1,1,0,0.0,925.5570766129032,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0364880273660205,1.4,0.7,-0.4757,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,495.6,977.8351950718686,0.5068338739470045,Adult,948.9059180977544,-453.30591809775433,0.0011402508551881,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,32,ORD_002308,CUST_02308,2023-03-07,Bursa,Beauty,0.0,Desktop,5,7,2
28,1,549.32,3,True,4,2023,3,7,1,1,0,9.444403990388116,1215.1903112840466,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2736602052451539,0.3333333333333333,0.0833333333333333,-0.2257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1492.32,977.8351950718686,1.526146744892239,Adult,948.9059180977544,543.4140819022456,0.0097735787587554,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,28,ORD_000540,CUST_00540,2023-03-07,Kayseri,Electronics,155.64,Desktop,27,9,3
56,0,77.87,2,True,2,2023,3,7,1,1,0,8.501348401181456,843.7162834224599,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.1505131128848346,0.6,0.3,0.0242999999999999,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,142.5,992.7806019261636,0.1435362452927925,Senior,991.7608411214952,-849.2608411214953,0.0026877341586577,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000249,CUST_00249,2023-03-07,Antalya,Sports,13.24,Mobile,15,9,4
28,1,198.8,1,True,9,2023,3,7,1,1,0,25.58350100603621,852.2782380952381,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.2132269099201824,0.5263157894736842,0.0584795321637426,-0.7257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,147.94,977.8351950718686,0.1512933884417268,Adult,948.9059180977544,-800.9659180977544,0.0076152467828636,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,28,ORD_000877,CUST_00877,2023-03-07,Eskisehir,Fashion,50.86,Mobile,19,10,1
25,0,340.59,5,True,7,2023,3,7,1,1,0,0.0,894.6065578231292,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.0421892816419612,1.6,0.2285714285714286,-0.2257,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1702.95,992.7806019261636,1.7153336766411298,Young_Adult,1004.3452976190476,698.6047023809524,0.0016875712656784,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_000676,CUST_00676,2023-03-07,Ankara,Sports,0.0,Mobile,5,8,3
18,1,148.6,1,True,2,2023,3,8,2,1,0,19.98654104979812,1088.2490220820189,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.1151653363740022,0.6153846153846154,0.3076923076923077,0.2743,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,118.9,977.8351950718686,0.1215951323896263,Teen,1036.446710816777,-917.5467108167772,0.0063980742430001,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,18,ORD_004486,CUST_04486,2023-03-08,Konya,Books,29.7,Desktop,13,8,5
38,1,198.64,3,True,11,2023,3,8,2,1,0,0.0,1039.036261682243,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0706955530216647,2.6,0.2363636363636363,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,595.92,977.8351950718686,0.6094278493997153,Middle_Aged,993.3129057591624,-397.3929057591623,0.0018604092900438,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,38,ORD_001937,CUST_01937,2023-03-08,Istanbul,Fashion,0.0,Mobile,5,13,5
34,1,439.35,2,True,3,2023,3,8,2,1,0,0.0,894.6065578231292,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.1641961231470923,0.3333333333333333,0.1111111111111111,0.0242999999999999,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,878.7,977.8351950718686,0.8986176857087023,Adult,948.9059180977544,-70.2059180977543,0.0048292977396203,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,34,ORD_002767,CUST_02767,2023-03-08,Ankara,Fashion,0.0,Desktop,21,7,4
29,0,67.01,3,True,6,2023,3,8,2,1,0,9.86917375516092,1215.1903112840466,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.2155074116305587,0.3333333333333333,0.0555555555555555,0.2743,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,181.19,992.7806019261636,0.1825075949796566,Adult,948.9059180977544,-767.7159180977544,0.0074312900562261,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004927,CUST_04927,2023-03-08,Kayseri,Food,19.84,Desktop,24,8,5
28,0,227.82,5,False,3,2023,3,8,2,1,0,2.06391010446844,1215.1903112840466,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.2485746864310148,0.7647058823529411,0.2549019607843137,0.0242999999999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1115.59,992.7806019261636,1.1237024553416588,Adult,948.9059180977544,166.68408190224557,0.0088776673725362,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_002085,CUST_02085,2023-03-08,Kayseri,Beauty,23.51,Mobile,17,13,4
40,1,3374.67,4,True,6,2023,3,8,2,1,0,5.765378540716574,1039.036261682243,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.1163055872291904,0.4666666666666667,0.0777777777777777,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12720.43,977.8351950718686,13.0087667779897,Middle_Aged,993.3129057591624,11727.11709424084,0.0029076396807297,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,40,ORD_002297,CUST_02297,2023-03-08,Istanbul,Electronics,778.25,Desktop,15,7,5
55,1,1273.41,3,False,4,2023,3,8,2,1,0,0.0,1088.2490220820189,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.2777777777777778,-0.2257,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3820.23,977.8351950718686,3.9068239916637713,Senior,991.7608411214952,2828.4691588785045,0.0018036695345703,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,55,ORD_002898,CUST_02898,2023-03-08,Konya,Sports,0.0,Desktop,9,10,3
36,0,253.75,1,True,5,2023,3,8,2,1,0,8.906403940886701,925.5570766129032,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0763968072976054,0.3571428571428571,0.0714285714285714,0.0242999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,231.15,992.7806019261636,0.2328308989433613,Middle_Aged,993.3129057591624,-762.1629057591623,0.0021221335360445,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_001812,CUST_01812,2023-03-08,Bursa,Beauty,22.6,Tablet,14,5,4
41,0,37.49,5,True,8,2023,3,8,2,1,0,0.0,1088.2490220820189,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0992018244013683,1.1111111111111112,0.1388888888888889,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,187.45,992.7806019261636,0.1888131170535716,Middle_Aged,993.3129057591624,-805.8629057591622,0.0024195566927163,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000517,CUST_00517,2023-03-08,Konya,Food,0.0,Desktop,9,10,3
37,0,66.14,3,True,6,2023,3,8,2,1,0,3.709303497631287,894.6065578231292,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.2839224629418472,0.1428571428571428,0.0238095238095238,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,191.06,992.7806019261636,0.192449368600989,Middle_Aged,993.3129057591624,-802.2529057591623,0.0076735800795093,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_002801,CUST_02801,2023-03-08,Ankara,Beauty,7.36,Mobile,42,6,3
18,0,20.21,4,True,11,2023,3,9,3,1,0,0.0,912.3450143266476,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.2519954389965793,0.21875,0.0198863636363636,0.0242999999999999,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,80.84,992.7806019261636,0.0814278601366269,Teen,1036.446710816777,-955.6067108167772,0.013999746610921,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_004420,CUST_04420,2023-03-09,Gaziantep,Books,0.0,Mobile,32,7,4
37,0,704.6,2,True,4,2023,3,9,3,1,0,0.0,945.8911166666668,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0.0877993158494868,0.8,0.2,0.2743,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1409.2,992.7806019261636,1.419447556958619,Middle_Aged,993.3129057591624,415.88709424083777,0.0023729544824185,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_001653,CUST_01653,2023-03-09,Izmir,Home & Garden,0.0,Desktop,10,8,5
20,1,96.23,2,False,3,2023,3,9,3,1,0,0.0,1088.2490220820189,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.3819840364880274,0.5,0.1666666666666666,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,192.46,977.8351950718686,0.1968225330505256,Young_Adult,1004.3452976190476,-811.8852976190476,0.0190992018244013,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,20,ORD_000460,CUST_00460,2023-03-09,Konya,Fashion,0.0,Desktop,26,13,4
28,1,54.56,2,True,4,2023,3,9,3,1,0,0.0,945.8911166666668,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0.0684150513112884,1.2857142857142858,0.3214285714285714,-0.2257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,109.12,977.8351950718686,0.1115934469836503,Adult,948.9059180977544,-839.7859180977543,0.0024433946896888,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,28,ORD_001357,CUST_01357,2023-03-09,Izmir,Food,0.0,Desktop,7,9,3
22,1,33.81,1,True,4,2023,3,9,3,1,0,13.280094646554277,1039.036261682243,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.0193842645381984,5.0,1.25,-0.7257,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,29.32,977.8351950718686,0.0299846028735394,Young_Adult,1004.3452976190476,-975.0252976190476,0.0008811029335544,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,22,ORD_001645,CUST_01645,2023-03-09,Istanbul,Toys,4.49,Desktop,2,10,1
33,0,328.87,4,False,6,2023,3,9,3,1,0,0.0,1039.036261682243,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.0421892816419612,1.6,0.2666666666666666,0.2743,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1315.48,992.7806019261636,1.3250460347913169,Adult,948.9059180977544,366.57408190224567,0.0012784630800594,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_001821,CUST_01821,2023-03-09,Istanbul,Home & Garden,0.0,Mobile,5,8,5
43,1,228.88,1,True,6,2023,3,9,3,1,0,0.0,945.8911166666668,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0307867730900798,1.2,0.1999999999999999,0.0242999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,228.88,977.8351950718686,0.2340680731819822,Middle_Aged,993.3129057591624,-764.4329057591623,0.0007159714672111,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,43,ORD_000303,CUST_00303,2023-03-09,Izmir,Sports,0.0,Desktop,5,6,4
28,0,78.05,2,False,6,2023,3,9,3,1,0,0.0,894.6065578231292,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.0695553021664766,1.0,0.1666666666666666,-0.4757,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,156.1,992.7806019261636,0.1572351430891572,Adult,948.9059180977544,-792.8059180977543,0.002484117934517,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004559,CUST_04559,2023-03-09,Ankara,Books,0.0,Tablet,8,8,2
27,0,146.8,1,True,9,2023,3,9,3,1,0,0.0,1039.036261682243,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0.2633979475484607,0.7222222222222222,0.0802469135802469,-0.2257,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,146.8,992.7806019261636,0.147867514448996,Adult,948.9059180977544,-802.1059180977543,0.0097554795388318,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004544,CUST_04544,2023-03-09,Istanbul,Toys,0.0,Desktop,18,13,3
34,1,45.6,2,False,5,2023,3,9,3,1,0,7.236842105263157,925.5570766129032,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0820980615735461,0.3333333333333333,0.0666666666666666,-0.2257,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,84.6,977.8351950718686,0.0865176467633506,Adult,948.9059180977544,-864.3059180977543,0.0024146488698101,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,34,ORD_000442,CUST_00442,2023-03-09,Bursa,Food,6.6,Mobile,15,5,3
37,0,24.99,2,False,4,2023,3,9,3,1,0,11.304521808723493,1215.1903112840466,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.2839224629418472,0.3214285714285714,0.0803571428571428,0.0242999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.33,992.7806019261636,0.0446523631847683,Middle_Aged,993.3129057591624,-948.9829057591622,0.0076735800795093,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004659,CUST_04659,2023-03-09,Kayseri,Food,5.65,Mobile,28,9,4
30,0,94.31,2,True,6,2023,3,9,3,1,0,0.0,1039.036261682243,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.1220068415051311,0.9090909090909092,0.1515151515151515,-0.2257,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,188.62,992.7806019261636,0.1899916251728176,Adult,948.9059180977544,-760.2859180977543,0.0040668947168377,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_002350,CUST_02350,2023-03-09,Istanbul,Food,0.0,Mobile,11,10,3
46,0,966.91,3,True,6,2023,3,9,3,1,0,0.0,925.5570766129032,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.1334093500570125,0.8333333333333334,0.1388888888888889,0.0242999999999999,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2900.73,992.7806019261636,2.921823809180084,Middle_Aged,993.3129057591624,1907.4170942408375,0.0029002032621089,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003927,CUST_03927,2023-03-09,Bursa,Home & Garden,0.0,Mobile,12,10,4
20,0,580.6,5,True,8,2023,3,9,3,1,0,2.7068549776093698,1129.787380952381,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.3078677309007982,0.6190476190476191,0.0773809523809523,0.2743,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2824.42,992.7806019261636,2.8449588907359225,Young_Adult,1004.3452976190476,1820.0747023809524,0.0153933865450399,Digital Wallet,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,ORD_004511,CUST_04511,2023-03-09,Adana,Sports,78.58,Desktop,21,13,5
41,1,260.52,1,True,10,2023,3,9,3,1,0,14.436511592200215,1039.036261682243,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0706955530216647,0.3846153846153846,0.0384615384615384,0.2743,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,222.91,977.8351950718686,0.2279627498820152,Middle_Aged,993.3129057591624,-770.4029057591623,0.0017242817810162,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41,ORD_003397,CUST_03397,2023-03-09,Istanbul,Sports,37.61,Desktop,13,5,5
56,1,192.74,1,False,6,2023,3,10,4,1,0,0.0,912.3450143266476,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.169897377423033,0.4210526315789473,0.0701754385964912,-0.4757,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,192.74,977.8351950718686,0.1971088798719646,Senior,991.7608411214952,-799.0208411214953,0.003033881739697,Credit Card,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,56,ORD_000770,CUST_00770,2023-03-10,Gaziantep,Sports,0.0,Mobile,19,8,2
30,0,190.97,3,False,4,2023,3,10,4,1,0,0.0,945.8911166666668,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.5165336374002281,0.3157894736842105,0.0789473684210526,-0.4757,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,572.91,992.7806019261636,0.5770761423908333,Adult,948.9059180977544,-375.9959180977544,0.0172177879133409,Debit Card,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,ORD_003449,CUST_03449,2023-03-10,Izmir,Home & Garden,0.0,Desktop,38,12,2
20,1,23.74,5,False,3,2023,3,10,4,1,0,0.0,945.8911166666668,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0706955530216647,2.6,0.8666666666666667,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,118.7,977.8351950718686,0.1213905989457413,Young_Adult,1004.3452976190476,-885.6452976190476,0.0035347776510832,Digital Wallet,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,20,ORD_003584,CUST_03584,2023-03-10,Izmir,Books,0.0,Desktop,5,13,4
56,0,240.19,2,False,3,2023,3,10,4,1,0,0.0,1039.036261682243,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.0171037628278221,4.5,1.5,-0.7257,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,480.38,992.7806019261636,0.4838732737807134,Senior,991.7608411214952,-511.38084112149534,0.0003054243362111,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004578,CUST_04578,2023-03-10,Istanbul,Sports,0.0,Mobile,2,9,1
41,1,136.14,2,True,6,2023,3,10,4,1,0,0.0,1039.036261682243,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0695553021664766,1.0,0.1666666666666666,0.0242999999999999,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,272.28,977.8351950718686,0.278451830505025,Middle_Aged,993.3129057591624,-721.0329057591623,0.0016964707845482,Debit Card,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41,ORD_003339,CUST_03339,2023-03-10,Istanbul,Food,0.0,Mobile,8,8,4
47,0,226.06,3,True,10,2023,3,10,4,1,0,0.0,1039.036261682243,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0877993158494868,0.8,0.08,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,678.18,992.7806019261636,0.6831116549660772,Middle_Aged,993.3129057591624,-315.1329057591623,0.001868070549989,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004917,CUST_04917,2023-03-10,Istanbul,Fashion,0.0,Mobile,10,8,3
25,0,1852.09,1,True,10,2023,3,10,4,1,0,0.0,1215.1903112840466,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0.2633979475484607,0.3461538461538461,0.0346153846153846,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1852.09,992.7806019261636,1.8655582073286177,Young_Adult,1004.3452976190476,847.7447023809523,0.0105359179019384,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_000485,CUST_00485,2023-03-10,Kayseri,Electronics,0.0,Mobile,26,9,4
25,0,2132.7,1,False,7,2023,3,10,4,1,0,0.0,912.3450143266476,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0877993158494868,0.8,0.1142857142857143,0.0242999999999999,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2132.7,992.7806019261636,2.148208774287288,Young_Adult,1004.3452976190476,1128.3547023809522,0.0035119726339794,Credit Card,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_002961,CUST_02961,2023-03-10,Gaziantep,Electronics,0.0,Desktop,10,8,4
26,1,1063.19,1,True,7,2023,3,10,4,1,0,0.0,925.5570766129032,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.2246294184720638,0.32,0.0457142857142857,0.2743,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1063.19,977.8351950718686,1.087289561020411,Adult,948.9059180977544,114.2840819022457,0.0086395930181563,Bank Transfer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,26,ORD_003258,CUST_03258,2023-03-10,Bursa,Sports,0.0,Mobile,25,8,5
37,0,399.65,5,True,14,2023,3,10,4,1,0,0.0,1039.036261682243,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.1676168757126568,0.6666666666666666,0.0476190476190476,-0.2257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1998.25,992.7806019261636,2.0127810677636675,Middle_Aged,993.3129057591624,1004.9370942408376,0.0045301858300718,Bank Transfer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ORD_004253,CUST_04253,2023-03-10,Istanbul,Sports,0.0,Desktop,15,10,3
